,Characters,Words,AvgWordLen,UniqueWords,Sentences,AvgWordsSentence,Syllables,AvgSyllableWords,RareWordsRatio,LexicalDiversity,label
8085,695,143,3.9860139860139863,70,18,7.9444444444444455,183,1.2797202797202798,0.2727272727272727,0.4895104895104895,Punk Rock
9506,756,162,3.8765432098765427,74,36,4.5,171,1.0555555555555556,0.2777777777777778,0.4567901234567901,Punk Rock
12112,550,100,4.64,46,14,7.142857142857142,143,1.43,0.29,0.46,Punk Rock
12962,867,173,4.1560693641618505,83,25,6.92,203,1.1734104046242777,0.3526011560693641,0.4797687861271676,Heavy Metal
6498,809,149,4.6107382550335565,87,35,4.257142857142857,201,1.348993288590604,0.4026845637583893,0.5838926174496645,Heavy Metal
4125,1489,309,4.009708737864078,137,62,4.983870967741935,348,1.1262135922330097,0.2880258899676376,0.44336569579288027,Heavy Metal
1591,676,141,4.00709219858156,67,30,4.7,166,1.177304964539007,0.3120567375886525,0.475177304964539,Punk Rock
8529,773,166,3.7951807228915664,92,24,6.916666666666668,180,1.0843373493975903,0.3373493975903614,0.5542168674698795,Soft Rock
1585,1116,237,3.8649789029535855,107,40,5.925,262,1.1054852320675106,0.2531645569620253,0.4514767932489451,Punk Rock
3034,1018,194,4.43298969072165,98,36,5.388888888888888,244,1.2577319587628866,0.31443298969072164,0.5051546391752577,Punk Rock
4837,654,140,3.835714285714286,74,26,5.384615384615384,154,1.1,0.3428571428571429,0.5285714285714286,Heavy Metal
2972,1197,274,3.5474452554744524,61,49,5.591836734693878,317,1.1569343065693432,0.062043795620437964,0.22262773722627735,Punk Rock
4885,967,196,4.040816326530612,64,39,5.0256410256410255,214,1.0918367346938775,0.15816326530612246,0.32653061224489793,Heavy Metal
1812,1352,269,4.204460966542751,98,55,4.890909090909091,309,1.1486988847583643,0.16356877323420074,0.3643122676579926,Punk Rock
2206,767,180,3.4166666666666665,71,28,6.428571428571429,187,1.0388888888888892,0.22777777777777775,0.3944444444444444,Heavy Metal
4662,889,183,4.027322404371585,89,32,5.71875,211,1.1530054644808745,0.23497267759562845,0.4863387978142077,Soft Rock
12782,695,156,3.5576923076923075,87,20,7.8,177,1.1346153846153846,0.35897435897435903,0.5576923076923077,Heavy Metal
4787,751,147,4.363636363636363,112,26,5.653846153846153,175,1.1904761904761905,0.6326530612244898,0.7619047619047619,Soft Rock
9170,950,205,3.7414634146341466,119,23,8.91304347826087,227,1.1073170731707318,0.4,0.5804878048780487,Punk Rock
9084,1040,223,3.672645739910314,85,45,4.955555555555557,238,1.0672645739910314,0.19282511210762326,0.3811659192825112,Soft Rock
9954,1098,231,3.831168831168831,108,26,8.884615384615385,264,1.1428571428571428,0.20346320346320346,0.4675324675324675,Soft Rock
1319,888,183,3.92896174863388,99,26,7.038461538461537,212,1.1584699453551912,0.3224043715846995,0.5409836065573771,Heavy Metal
12652,2201,424,4.415094339622642,187,95,4.463157894736842,520,1.2264150943396226,0.17688679245283018,0.4410377358490566,Heavy Metal
541,674,137,4.087591240875913,99,25,5.48,167,1.218978102189781,0.5766423357664233,0.7226277372262774,Soft Rock
1087,879,189,3.765957446808511,72,33,5.727272727272728,203,1.0740740740740742,0.2328042328042328,0.3809523809523809,Soft Rock
7564,934,206,3.733009708737864,83,41,5.024390243902438,239,1.1601941747572817,0.1796116504854369,0.4029126213592233,Heavy Metal
7190,1451,258,4.8604651162790695,125,61,4.229508196721311,380,1.4728682170542635,0.2906976744186047,0.4844961240310077,Heavy Metal
3627,2578,539,3.8682745825602964,259,68,7.9264705882352935,632,1.1725417439703154,0.32653061224489793,0.4805194805194805,Heavy Metal
5422,1748,320,4.5625,173,32,10.0,448,1.4,0.371875,0.540625,Heavy Metal
12397,902,187,4.016042780748663,90,36,5.1944444444444455,208,1.1122994652406415,0.29411764705882354,0.481283422459893,Punk Rock
618,761,167,3.7245508982035926,93,29,5.758620689655173,185,1.1077844311377243,0.3413173652694611,0.5568862275449101,Soft Rock
8352,1304,256,4.26171875,81,48,5.333333333333333,298,1.1640625,0.1796875,0.31640625,Punk Rock
10040,785,181,3.4861878453038675,90,27,6.703703703703702,202,1.1160220994475138,0.2983425414364641,0.4972375690607735,Soft Rock
10401,1102,236,3.665254237288136,94,40,5.9,266,1.1271186440677967,0.15254237288135594,0.3983050847457627,Heavy Metal
4869,806,184,3.489130434782609,79,34,5.411764705882354,202,1.0978260869565215,0.22282608695652173,0.4293478260869565,Heavy Metal
563,1322,290,3.703448275862069,102,47,6.170212765957447,332,1.1448275862068966,0.10689655172413794,0.3517241379310345,Soft Rock
11938,724,166,3.5120481927710845,101,30,5.533333333333332,179,1.0783132530120485,0.4457831325301205,0.608433734939759,Heavy Metal
11363,543,109,4.110091743119266,69,21,5.190476190476192,119,1.0917431192660552,0.4954128440366973,0.6330275229357798,Punk Rock
6392,1418,297,3.9023569023569022,85,39,7.615384615384616,324,1.0909090909090908,0.07407407407407407,0.28619528619528617,Punk Rock
8252,871,174,4.166666666666667,86,29,6.0,213,1.2241379310344829,0.3735632183908046,0.4942528735632184,Punk Rock
11313,783,164,3.932926829268293,74,27,6.074074074074074,180,1.0975609756097562,0.27439024390243905,0.451219512195122,Punk Rock
824,1023,203,4.078817733990148,110,23,8.826086956521738,229,1.1280788177339902,0.3399014778325123,0.541871921182266,Punk Rock
11856,945,206,3.7864077669902914,82,41,5.024390243902438,236,1.145631067961165,0.3058252427184466,0.3980582524271845,Heavy Metal
4146,741,158,4.27891156462585,96,24,6.583333333333332,194,1.2278481012658229,0.4050632911392405,0.6075949367088608,Heavy Metal
3893,770,156,3.9807692307692313,54,15,10.4,196,1.2564102564102564,0.14743589743589744,0.3461538461538461,Punk Rock
9494,880,176,4.176136363636363,84,31,5.67741935483871,214,1.2159090909090908,0.23863636363636365,0.4772727272727273,Punk Rock
7734,1110,234,3.88034188034188,92,32,7.3125,269,1.1495726495726497,0.18376068376068375,0.3931623931623932,Heavy Metal
3999,606,116,4.431034482758621,72,24,4.833333333333333,153,1.3189655172413792,0.3534482758620689,0.6206896551724138,Heavy Metal
7534,1192,251,3.852589641434263,108,26,9.653846153846152,285,1.1354581673306774,0.2191235059760956,0.4302788844621514,Heavy Metal
7473,918,151,5.031847133757962,94,37,4.081081081081081,209,1.3841059602649006,0.4635761589403973,0.6225165562913907,Heavy Metal
3033,552,124,3.60483870967742,91,24,5.166666666666667,134,1.0806451612903225,0.6209677419354839,0.7338709677419355,Punk Rock
275,984,202,4.0049504950495045,123,29,6.965517241379311,240,1.188118811881188,0.4702970297029703,0.6089108910891089,Soft Rock
11817,740,149,4.12751677852349,61,24,6.208333333333332,179,1.2013422818791946,0.16778523489932887,0.4093959731543624,Punk Rock
2877,1554,338,3.707100591715976,137,45,7.511111111111112,386,1.142011834319527,0.2514792899408284,0.4053254437869823,Heavy Metal
5732,2147,440,3.993181818181818,227,57,7.719298245614035,515,1.1704545454545454,0.35,0.5159090909090909,Punk Rock
5578,1366,306,3.6405228758169934,121,62,4.935483870967742,328,1.0718954248366013,0.26143790849673204,0.3954248366013072,Soft Rock
10234,644,145,4.072992700729927,73,42,3.452380952380953,171,1.179310344827586,0.30344827586206896,0.503448275862069,Heavy Metal
9757,858,200,3.435,97,57,3.5087719298245608,233,1.165,0.34,0.485,Heavy Metal
12398,1472,310,3.838709677419355,102,48,6.458333333333332,340,1.0967741935483872,0.15161290322580645,0.3290322580645161,Punk Rock
2483,1222,272,3.4963235294117645,62,48,5.666666666666668,298,1.0955882352941178,0.08088235294117647,0.22794117647058826,Heavy Metal
9450,656,121,4.6115702479338845,66,27,4.481481481481481,162,1.3388429752066116,0.32231404958677684,0.5454545454545454,Punk Rock
5656,1278,294,3.4761904761904763,101,40,7.35,316,1.0748299319727892,0.1836734693877551,0.3435374149659864,Punk Rock
767,1048,212,4.084905660377358,89,39,5.435897435897436,249,1.1745283018867925,0.2075471698113208,0.41981132075471705,Punk Rock
6098,1322,290,3.5448275862068965,87,44,6.590909090909091,308,1.0620689655172413,0.09655172413793103,0.3,Heavy Metal
8297,797,141,4.652482269503546,99,26,5.4230769230769225,195,1.3829787234042554,0.5531914893617021,0.7021276595744681,Punk Rock
11343,521,99,4.5151515151515165,73,32,3.09375,124,1.2525252525252526,0.5656565656565656,0.7373737373737373,Punk Rock
9149,981,202,3.9851485148514847,119,29,6.965517241379311,236,1.1683168316831682,0.3960396039603961,0.5891089108910891,Punk Rock
11493,852,180,3.794444444444444,105,24,7.5,207,1.15,0.4444444444444444,0.5833333333333334,Heavy Metal
10031,888,202,3.5346534653465347,96,28,7.2142857142857135,238,1.1782178217821782,0.33663366336633666,0.4752475247524752,Soft Rock
12991,664,124,4.508064516129032,79,21,5.904761904761906,160,1.2903225806451613,0.4435483870967742,0.6370967741935484,Punk Rock
8848,642,121,4.5206611570247945,47,26,4.653846153846153,152,1.256198347107438,0.18181818181818185,0.3884297520661157,Heavy Metal
10044,655,153,3.4640522875816995,67,28,5.4642857142857135,157,1.026143790849673,0.3006535947712418,0.4379084967320261,Soft Rock
1420,1136,236,3.9703389830508473,135,39,6.05128205128205,297,1.2584745762711864,0.4449152542372881,0.5720338983050848,Punk Rock
10787,704,138,4.115942028985507,74,29,4.758620689655173,160,1.1594202898550725,0.32608695652173914,0.5362318840579711,Soft Rock
11571,860,187,3.7647058823529416,75,32,5.84375,216,1.1550802139037433,0.2620320855614973,0.4010695187165775,Heavy Metal
9,536,108,4.148148148148148,86,20,5.4,130,1.2037037037037035,0.6388888888888888,0.7962962962962963,Heavy Metal
5468,703,152,3.763157894736842,77,25,6.08,160,1.0526315789473684,0.2368421052631579,0.506578947368421,Heavy Metal
712,1024,231,3.5411255411255413,91,27,8.555555555555555,254,1.0995670995670996,0.22943722943722944,0.3939393939393939,Soft Rock
9690,682,145,3.9034482758620688,97,29,5.0,170,1.1724137931034482,0.5103448275862069,0.6689655172413793,Heavy Metal
8019,1265,271,3.642066420664207,69,34,7.970588235294117,305,1.1254612546125462,0.13284132841328414,0.25461254612546125,Heavy Metal
6639,893,204,3.602941176470588,67,46,4.434782608695652,213,1.0441176470588236,0.11274509803921567,0.3284313725490196,Heavy Metal
8106,1128,205,4.6,93,22,9.318181818181818,274,1.3365853658536586,0.2731707317073171,0.4536585365853658,Punk Rock
6057,1031,218,3.940366972477064,68,46,4.739130434782608,255,1.1697247706422018,0.0871559633027523,0.3119266055045872,Heavy Metal
1058,1080,230,3.795652173913044,96,38,6.052631578947367,263,1.1434782608695653,0.24347826086956526,0.4173913043478261,Soft Rock
3025,893,187,3.86096256684492,102,21,8.904761904761905,213,1.13903743315508,0.3422459893048128,0.5454545454545454,Punk Rock
4235,746,168,3.625,79,32,5.25,185,1.1011904761904765,0.19642857142857145,0.4702380952380952,Heavy Metal
7498,946,204,3.7598039215686274,47,35,5.828571428571428,229,1.1225490196078431,0.0,0.2303921568627451,Soft Rock
11106,581,129,3.674418604651162,54,22,5.863636363636362,141,1.0930232558139534,0.2015503875968992,0.4186046511627907,Heavy Metal
7006,630,126,4.119047619047619,91,19,6.63157894736842,152,1.2063492063492065,0.5952380952380952,0.7222222222222222,Punk Rock
1802,1002,203,4.064039408866995,104,33,6.151515151515151,233,1.1477832512315271,0.3891625615763547,0.5123152709359606,Punk Rock
8360,755,154,4.012987012987013,88,23,6.695652173913044,179,1.1623376623376624,0.4025974025974026,0.5714285714285714,Punk Rock
3640,2906,557,4.344703770197486,310,74,7.527027027027027,693,1.244165170556553,0.4380610412926391,0.5565529622980251,Heavy Metal
9769,1127,207,4.671497584541063,125,48,4.3125,300,1.4492753623188406,0.3961352657004831,0.6038647342995169,Heavy Metal
8924,1256,271,3.819188191881919,106,51,5.313725490196078,307,1.132841328413284,0.2767527675276753,0.3911439114391144,Punk Rock
9693,679,147,3.700680272108844,95,20,7.35,160,1.08843537414966,0.4557823129251701,0.6462585034013606,Heavy Metal
7047,1073,223,3.905829596412556,118,25,8.92,255,1.1434977578475336,0.3452914798206278,0.5291479820627802,Punk Rock
10541,1412,307,3.713355048859935,123,39,7.871794871794871,341,1.1107491856677525,0.2182410423452769,0.4006514657980456,Punk Rock
4527,1052,206,4.276699029126212,75,35,5.885714285714287,271,1.3155339805825244,0.09223300970873786,0.3640776699029126,Heavy Metal
10313,604,116,4.293103448275862,51,18,6.4444444444444455,142,1.2241379310344829,0.2327586206896552,0.4396551724137931,Heavy Metal
9571,1812,361,4.202216066481994,150,66,5.46969696969697,436,1.2077562326869806,0.1523545706371191,0.4155124653739612,Punk Rock
4044,473,97,4.041237113402062,74,16,6.0625,109,1.1237113402061856,0.6185567010309279,0.7628865979381443,Heavy Metal
2580,730,151,3.9403973509933774,64,22,6.863636363636362,173,1.145695364238411,0.17880794701986755,0.423841059602649,Heavy Metal
7118,1039,239,3.5564853556485354,117,55,4.345454545454547,257,1.0753138075313808,0.29707112970711297,0.4895397489539749,Punk Rock
12245,1203,261,3.6206896551724137,40,50,5.22,299,1.1455938697318009,0.0,0.1532567049808429,Punk Rock
10938,768,171,3.649122807017544,109,29,5.896551724137932,190,1.1111111111111112,0.47953216374269,0.6374269005847953,Heavy Metal
4951,926,205,3.7219512195121953,103,42,4.8809523809523805,216,1.053658536585366,0.3268292682926829,0.5024390243902439,Heavy Metal
11778,1049,214,4.014018691588785,109,28,7.642857142857142,265,1.2383177570093458,0.3878504672897196,0.5093457943925234,Punk Rock
1825,903,194,3.391752577319588,93,42,4.6190476190476195,226,1.1649484536082475,0.31443298969072164,0.4793814432989691,Punk Rock
11843,1138,244,3.8155737704918034,92,39,6.2564102564102555,277,1.1352459016393444,0.19262295081967207,0.3770491803278688,Punk Rock
3622,1263,287,3.494773519163763,113,33,8.696969696969697,303,1.0557491289198606,0.2020905923344948,0.3937282229965157,Heavy Metal
4918,670,145,3.7448275862068967,55,30,4.833333333333333,155,1.0689655172413792,0.15172413793103448,0.3793103448275862,Heavy Metal
13004,605,129,3.868217054263566,77,23,5.608695652173912,152,1.178294573643411,0.4341085271317829,0.5968992248062015,Punk Rock
8773,919,181,4.337016574585634,37,47,3.851063829787234,196,1.0828729281767957,0.03867403314917127,0.20441988950276244,Heavy Metal
5043,1370,291,3.9243986254295535,101,63,4.6190476190476195,339,1.1649484536082475,0.21305841924398625,0.3470790378006873,Heavy Metal
11460,1074,205,4.414634146341464,133,36,5.6944444444444455,258,1.2585365853658537,0.4780487804878049,0.6487804878048781,Heavy Metal
11212,1439,323,3.541795665634675,123,46,7.021739130434782,362,1.1207430340557276,0.2291021671826625,0.3808049535603715,Punk Rock
10727,1110,231,3.952380952380953,94,38,6.078947368421053,243,1.051948051948052,0.2510822510822511,0.4069264069264069,Soft Rock
4637,458,103,3.679611650485437,43,24,4.291666666666667,105,1.019417475728155,0.1650485436893204,0.4174757281553398,Soft Rock
2426,1177,251,3.8804780876494025,62,51,4.921568627450982,254,1.0119521912350598,0.14741035856573706,0.24701195219123506,Heavy Metal
8962,1561,305,4.255737704918033,125,63,4.841269841269841,383,1.2557377049180327,0.2557377049180328,0.4098360655737705,Punk Rock
9615,739,152,4.032894736842104,98,26,5.846153846153847,189,1.243421052631579,0.4473684210526316,0.6447368421052632,Punk Rock
12303,1146,250,3.74,91,40,6.25,294,1.176,0.196,0.364,Punk Rock
7131,1024,230,3.6478260869565218,115,47,4.893617021276596,266,1.1565217391304348,0.34347826086956523,0.5,Punk Rock
6661,1135,258,3.546511627906977,77,49,5.2653061224489806,268,1.0387596899224807,0.15891472868217055,0.29844961240310075,Heavy Metal
2705,669,142,3.908450704225352,93,28,5.071428571428571,165,1.1619718309859155,0.5211267605633803,0.6549295774647887,Heavy Metal
12013,1287,268,3.917910447761194,81,32,8.375,302,1.126865671641791,0.1455223880597015,0.30223880597014924,Heavy Metal
12004,1222,263,3.775665399239544,74,44,5.977272727272728,292,1.1102661596958174,0.10266159695817492,0.2813688212927757,Heavy Metal
3713,1002,219,3.6575342465753424,99,20,10.95,232,1.0593607305936072,0.2465753424657534,0.4520547945205479,Punk Rock
10825,831,180,3.794444444444444,84,32,5.625,206,1.1444444444444444,0.2777777777777778,0.4666666666666667,Soft Rock
5041,1258,256,3.9573643410852712,148,40,6.4,303,1.18359375,0.4296875,0.578125,Heavy Metal
12267,690,139,4.223021582733813,65,36,3.861111111111111,167,1.2014388489208634,0.31654676258992803,0.4676258992805755,Punk Rock
12674,657,150,3.526666666666667,65,22,6.8181818181818175,157,1.0466666666666666,0.24,0.43333333333333335,Heavy Metal
5466,1142,228,4.1271929824561395,136,29,7.862068965517241,258,1.131578947368421,0.4649122807017544,0.5964912280701754,Heavy Metal
3702,824,187,3.550802139037433,71,27,6.925925925925926,199,1.0641711229946524,0.1657754010695187,0.3796791443850268,Punk Rock
12160,908,193,3.7875647668393775,43,16,12.0625,201,1.0414507772020725,0.010362694300518135,0.22279792746113988,Punk Rock
12262,675,152,3.5855263157894735,81,25,6.08,171,1.125,0.3092105263157895,0.5328947368421053,Punk Rock
8044,666,135,4.088888888888889,71,23,5.869565217391305,169,1.2518518518518518,0.37777777777777777,0.5259259259259259,Punk Rock
4541,776,151,4.033112582781457,40,33,4.575757575757576,167,1.1059602649006623,0.05960264900662252,0.26490066225165565,Heavy Metal
6391,726,171,3.467836257309941,70,38,4.5,179,1.046783625730994,0.23391812865497075,0.4093567251461988,Punk Rock
8475,752,171,3.538011695906433,85,25,6.84,177,1.0350877192982455,0.27485380116959063,0.4970760233918128,Soft Rock
786,1063,223,3.8744394618834086,121,31,7.193548387096773,262,1.1748878923766817,0.3946188340807175,0.5426008968609866,Punk Rock
4899,1526,316,3.996835443037975,99,54,5.851851851851853,362,1.1455696202531649,0.16139240506329114,0.31329113924050633,Heavy Metal
6156,1814,391,3.80306905370844,116,64,6.109375,437,1.1176470588235294,0.18414322250639387,0.2966751918158568,Heavy Metal
5930,1105,225,3.9777777777777783,47,51,4.411764705882354,298,1.3244444444444443,0.07111111111111111,0.2088888888888889,Heavy Metal
3778,1703,351,4.0,119,58,6.051724137931035,410,1.1680911680911679,0.1794871794871795,0.33903133903133903,Punk Rock
12263,965,187,4.299465240641712,86,33,5.666666666666668,227,1.213903743315508,0.25133689839572193,0.4598930481283423,Punk Rock
6226,963,200,3.975,103,38,5.2631578947368425,228,1.14,0.295,0.515,Heavy Metal
5524,761,156,4.0256410256410255,56,25,6.24,171,1.0961538461538465,0.21794871794871795,0.35897435897435903,Heavy Metal
4549,908,186,4.06989247311828,59,37,5.027027027027027,211,1.1344086021505375,0.13978494623655913,0.3172043010752688,Heavy Metal
5304,1371,250,4.712,118,58,4.310344827586206,330,1.32,0.312,0.47200000000000003,Punk Rock
7110,1064,217,3.870967741935484,106,47,4.617021276595745,242,1.1152073732718897,0.34101382488479265,0.4884792626728111,Punk Rock
2423,1884,416,3.7163461538461537,81,78,5.333333333333333,459,1.1033653846153846,0.0985576923076923,0.19471153846153846,Heavy Metal
9969,459,101,3.5940594059405937,58,9,11.222222222222221,111,1.099009900990099,0.405940594059406,0.5742574257425742,Soft Rock
4878,1027,200,4.14,77,26,7.6923076923076925,231,1.155,0.16,0.385,Heavy Metal
8780,1009,203,4.16256157635468,47,39,5.205128205128204,246,1.2118226600985222,0.08374384236453201,0.2315270935960591,Heavy Metal
7729,1344,306,3.4901960784313726,83,41,7.463414634146342,331,1.0816993464052287,0.1176470588235294,0.27124183006535946,Heavy Metal
8772,871,182,4.054945054945056,46,50,3.64,189,1.0384615384615383,0.0989010989010989,0.25274725274725274,Heavy Metal
7657,2618,533,4.048780487804878,246,76,7.0131578947368425,643,1.2063789868667918,0.2870544090056285,0.4615384615384616,Heavy Metal
9694,837,161,4.378881987577641,111,30,5.366666666666666,195,1.2111801242236024,0.5590062111801242,0.6894409937888198,Heavy Metal
5114,929,205,3.6585365853658534,77,30,6.833333333333332,253,1.2341463414634146,0.2195121951219512,0.37560975609756103,Punk Rock
11620,749,155,3.95483870967742,107,21,7.3809523809523805,185,1.1935483870967742,0.535483870967742,0.6903225806451613,Punk Rock
4223,1008,182,4.813186813186814,63,50,3.64,221,1.2142857142857142,0.15934065934065933,0.3461538461538461,Heavy Metal
745,1300,262,3.9541984732824433,161,36,7.277777777777778,295,1.1259541984732824,0.4770992366412214,0.6145038167938931,Soft Rock
12446,937,208,3.6057692307692313,51,25,8.32,224,1.0769230769230769,0.03365384615384615,0.2451923076923077,Punk Rock
9395,990,191,4.167539267015707,63,43,4.441860465116279,212,1.1099476439790577,0.2198952879581152,0.3298429319371728,Punk Rock
5709,1032,220,3.772727272727273,77,18,12.222222222222221,249,1.1318181818181818,0.1409090909090909,0.35,Punk Rock
7710,1446,314,3.738853503184713,150,42,7.476190476190476,338,1.0764331210191085,0.2898089171974522,0.4777070063694268,Heavy Metal
11855,767,156,4.07051282051282,106,28,5.571428571428571,190,1.2179487179487178,0.5256410256410257,0.6794871794871795,Heavy Metal
10049,440,105,3.3904761904761904,72,24,4.375,113,1.076190476190476,0.5523809523809524,0.6857142857142857,Soft Rock
12672,961,197,4.0101522842639605,90,28,7.0357142857142865,223,1.1319796954314718,0.3197969543147208,0.4568527918781726,Heavy Metal
7767,1120,221,4.226244343891403,135,39,5.666666666666668,279,1.262443438914027,0.4570135746606335,0.6108597285067874,Heavy Metal
12516,2628,504,4.357142857142857,310,74,6.8108108108108105,608,1.2063492063492065,0.5297619047619048,0.6150793650793651,Heavy Metal
8417,922,187,3.983957219251337,51,28,6.678571428571429,213,1.13903743315508,0.106951871657754,0.2727272727272727,Punk Rock
3246,732,167,3.62874251497006,45,42,3.976190476190476,181,1.083832335329341,0.16766467065868262,0.2694610778443114,Heavy Metal
11288,652,128,4.203125,90,14,9.142857142857142,149,1.1640625,0.5234375,0.703125,Punk Rock
7434,1098,216,4.296296296296297,134,52,4.153846153846153,279,1.2916666666666667,0.4814814814814815,0.6203703703703703,Heavy Metal
5415,1130,243,3.7983539094650207,93,40,6.075,286,1.176954732510288,0.14814814814814814,0.382716049382716,Heavy Metal
1634,618,120,4.325,64,24,5.0,141,1.175,0.38333333333333336,0.5333333333333333,Punk Rock
7226,1924,364,4.491758241758243,163,75,4.8533333333333335,469,1.2884615384615383,0.2664835164835165,0.4478021978021978,Heavy Metal
1504,912,209,3.5645933014354068,66,44,4.75,234,1.1196172248803828,0.2248803827751196,0.3157894736842105,Punk Rock
10441,1742,387,3.6356589147286815,154,52,7.4423076923076925,407,1.0516795865633075,0.2868217054263566,0.3979328165374677,Punk Rock
11163,1354,289,3.8235294117647056,98,45,6.422222222222223,327,1.1314878892733564,0.15570934256055366,0.3391003460207612,Punk Rock
2684,809,154,4.422077922077921,52,34,4.529411764705882,193,1.2532467532467533,0.05844155844155844,0.3376623376623377,Heavy Metal
10780,992,207,4.004830917874396,80,44,4.704545454545454,250,1.207729468599034,0.17874396135265697,0.3864734299516908,Soft Rock
1499,603,118,4.38135593220339,87,32,3.6875,142,1.2033898305084745,0.6016949152542372,0.7372881355932204,Punk Rock
10926,973,218,3.6009174311926606,93,36,6.0555555555555545,236,1.0825688073394495,0.12385321100917432,0.426605504587156,Heavy Metal
4147,1525,333,3.6756756756756763,79,35,9.514285714285714,340,1.021021021021021,0.15915915915915915,0.23723723723723725,Heavy Metal
4546,624,123,4.203252032520325,66,16,7.6875,145,1.1788617886178865,0.3739837398373984,0.5365853658536586,Heavy Metal
8319,1315,266,4.086466165413533,119,39,6.82051282051282,316,1.18796992481203,0.20300751879699247,0.4473684210526316,Punk Rock
7375,829,150,4.746666666666667,102,33,4.545454545454546,189,1.26,0.5666666666666667,0.68,Heavy Metal
10022,742,170,3.5294117647058822,107,30,5.666666666666668,189,1.111764705882353,0.4705882352941176,0.6294117647058823,Soft Rock
5182,1607,336,3.949404761904762,106,58,5.793103448275862,381,1.1339285714285714,0.09523809523809523,0.3154761904761905,Punk Rock
10326,533,111,4.018018018018018,63,24,4.625,132,1.1891891891891893,0.3783783783783784,0.5675675675675675,Heavy Metal
11331,676,154,3.5064935064935066,89,23,6.695652173913044,163,1.0584415584415583,0.3831168831168831,0.577922077922078,Punk Rock
7646,1210,242,4.119834710743802,126,32,7.5625,280,1.1570247933884297,0.3264462809917356,0.5206611570247934,Heavy Metal
11194,1140,261,3.4674329501915713,76,26,10.038461538461537,274,1.0498084291187741,0.19157088122605365,0.29118773946360155,Punk Rock
932,1768,363,3.986225895316805,160,43,8.44186046511628,426,1.1735537190082646,0.2782369146005509,0.44077134986225897,Punk Rock
12498,720,157,3.7707006369426743,74,33,4.757575757575758,176,1.1210191082802548,0.3057324840764331,0.4713375796178344,Heavy Metal
9404,1190,210,4.733333333333333,80,34,6.1764705882352935,288,1.3714285714285714,0.12857142857142856,0.3809523809523809,Punk Rock
10976,893,179,4.201117318435754,77,38,4.7105263157894735,213,1.1899441340782122,0.2569832402234637,0.4301675977653631,Heavy Metal
4571,552,118,3.8389830508474576,72,22,5.363636363636363,132,1.11864406779661,0.3983050847457627,0.6101694915254238,Soft Rock
12657,1585,299,4.481605351170568,179,54,5.537037037037037,366,1.2240802675585285,0.4481605351170568,0.5986622073578596,Heavy Metal
7567,753,167,3.682634730538922,88,29,5.758620689655173,180,1.0778443113772456,0.3652694610778443,0.5269461077844312,Heavy Metal
9820,1992,400,3.965,147,41,9.75609756097561,469,1.1725,0.14,0.3675,Heavy Metal
12617,2041,396,4.325757575757576,176,68,5.8235294117647065,458,1.1565656565656566,0.2676767676767677,0.4444444444444444,Heavy Metal
9080,1051,218,3.972477064220184,86,53,4.113207547169812,240,1.1009174311926606,0.22935779816513766,0.3944954128440367,Soft Rock
3606,830,162,4.296296296296297,77,28,5.7857142857142865,201,1.2407407407407407,0.2839506172839506,0.4753086419753086,Heavy Metal
6707,1360,292,3.815068493150685,153,56,5.214285714285714,330,1.1301369863013702,0.3287671232876712,0.523972602739726,Heavy Metal
9611,885,177,4.0621468926553685,61,37,4.783783783783784,211,1.1920903954802258,0.0903954802259887,0.3446327683615819,Punk Rock
7308,508,103,4.048543689320389,47,14,7.357142857142858,117,1.135922330097087,0.08737864077669902,0.4563106796116505,Heavy Metal
11987,1666,318,4.333333333333333,92,44,7.227272727272727,369,1.160377358490566,0.11320754716981132,0.2893081761006289,Heavy Metal
2297,1483,318,3.7735849056603774,94,49,6.4897959183673475,345,1.0849056603773586,0.1540880503144654,0.29559748427672955,Heavy Metal
7603,708,154,3.8116883116883122,87,33,4.666666666666667,169,1.0974025974025974,0.4090909090909091,0.564935064935065,Heavy Metal
8926,930,210,3.4904761904761905,65,33,6.363636363636362,223,1.0619047619047621,0.08095238095238096,0.30952380952380953,Punk Rock
1858,849,184,3.820652173913044,92,38,4.842105263157895,200,1.0869565217391304,0.2771739130434783,0.5,Punk Rock
1203,868,167,4.239520958083832,63,30,5.566666666666666,195,1.1676646706586826,0.20359281437125748,0.3772455089820359,Heavy Metal
6065,1604,331,4.006042296072508,88,58,5.706896551724138,395,1.1933534743202416,0.07854984894259819,0.26586102719033233,Heavy Metal
3015,1806,348,4.192528735632184,17,76,4.578947368421051,492,1.4137931034482758,0.002873563218390805,0.04885057471264368,Punk Rock
4079,845,190,3.5947368421052635,71,30,6.333333333333332,213,1.1210526315789473,0.22631578947368425,0.3736842105263158,Punk Rock
4828,702,141,4.177304964539007,26,28,5.035714285714286,172,1.2198581560283688,0.07092198581560284,0.18439716312056734,Soft Rock
117,806,158,4.335443037974684,79,39,4.051282051282051,200,1.2658227848101269,0.3164556962025317,0.5,Heavy Metal
12044,951,195,4.051282051282051,89,39,5.0,231,1.1846153846153846,0.26153846153846155,0.4564102564102564,Heavy Metal
12783,866,192,3.6510416666666665,59,27,7.111111111111112,207,1.078125,0.05729166666666665,0.3072916666666667,Heavy Metal
884,603,122,4.0163934426229515,81,15,8.133333333333333,143,1.1721311475409837,0.459016393442623,0.6639344262295082,Punk Rock
