,Characters,Words,AvgWordLen,UniqueWords,Sentences,AvgWordsSentence,Syllables,AvgSyllableWords,RareWordsRatio,LexicalDiversity,label
11733,552,100,4.73,77,22,4.545454545454546,143,1.43,0.65,0.77,Punk Rock
7390,923,181,4.2983425414364635,104,36,5.027777777777779,223,1.2320441988950277,0.4309392265193371,0.574585635359116,Heavy Metal
6827,973,207,3.7342995169082127,92,30,6.9,246,1.1884057971014492,0.32367149758454106,0.4444444444444444,Soft Rock
2639,1134,261,3.49808429118774,82,41,6.365853658536586,280,1.0727969348659003,0.14559386973180075,0.314176245210728,Heavy Metal
8225,667,134,4.111940298507463,84,18,7.4444444444444455,166,1.2388059701492538,0.4701492537313433,0.6268656716417911,Punk Rock
7147,866,193,3.673575129533679,101,37,5.216216216216216,214,1.1088082901554404,0.36787564766839376,0.5233160621761658,Punk Rock
10909,609,130,3.9615384615384617,54,36,3.611111111111111,162,1.2461538461538462,0.2153846153846154,0.4153846153846154,Heavy Metal
9951,820,168,3.9583333333333335,85,23,7.304347826086956,187,1.113095238095238,0.3273809523809524,0.5059523809523809,Soft Rock
136,794,139,4.798561151079137,80,29,4.793103448275862,190,1.3669064748201438,0.34532374100719426,0.5755395683453237,Heavy Metal
2662,651,146,3.6438356164383565,75,33,4.424242424242424,163,1.1164383561643836,0.2876712328767123,0.5136986301369864,Heavy Metal
11352,689,149,3.7114093959731536,72,16,9.3125,168,1.12751677852349,0.3422818791946309,0.4832214765100672,Punk Rock
126,1339,256,4.36328125,90,34,7.529411764705883,324,1.265625,0.1484375,0.3515625,Heavy Metal
10116,730,153,3.947712418300654,89,27,5.666666666666668,169,1.1045751633986929,0.4444444444444444,0.5816993464052288,Soft Rock
5998,1174,242,4.0,90,37,6.54054054054054,288,1.1900826446280992,0.16942148760330578,0.371900826446281,Heavy Metal
10108,555,125,3.6319999999999997,71,24,5.208333333333333,138,1.104,0.4,0.568,Soft Rock
5119,744,165,3.721212121212121,80,38,4.342105263157896,184,1.1151515151515152,0.2363636363636364,0.4848484848484849,Punk Rock
272,1292,270,3.9,108,43,6.27906976744186,292,1.0814814814814817,0.2481481481481481,0.4,Soft Rock
965,721,176,3.227272727272727,18,38,4.631578947368421,180,1.0227272727272727,0.0,0.10227272727272728,Punk Rock
5243,1173,247,3.854251012145749,85,44,5.613636363636363,316,1.279352226720648,0.17813765182186234,0.3441295546558704,Punk Rock
16,596,126,3.888888888888889,87,25,5.04,139,1.1031746031746033,0.5079365079365079,0.6904761904761905,Heavy Metal
12339,1204,287,3.2613240418118465,90,40,7.175,300,1.0452961672473868,0.14634146341463414,0.313588850174216,Punk Rock
5620,1333,314,3.3694267515923566,94,43,7.302325581395348,329,1.0477707006369428,0.1337579617834395,0.29936305732484075,Soft Rock
12655,845,169,4.028901734104046,87,43,3.930232558139535,192,1.1360946745562128,0.3550295857988165,0.514792899408284,Heavy Metal
1236,1068,253,3.4071146245059287,73,48,5.270833333333333,265,1.0474308300395256,0.1225296442687747,0.2885375494071146,Heavy Metal
5425,870,163,4.325153374233129,104,33,4.9393939393939394,202,1.2392638036809815,0.5030674846625767,0.6380368098159509,Heavy Metal
5118,707,152,3.8289473684210527,74,27,5.62962962962963,174,1.1447368421052628,0.2434210526315789,0.4868421052631579,Punk Rock
5960,1659,333,4.0990990990990985,76,60,5.55,372,1.1171171171171168,0.05705705705705705,0.22822822822822825,Heavy Metal
4561,1350,244,4.536885245901638,114,30,8.133333333333333,329,1.348360655737705,0.2295081967213115,0.4672131147540984,Heavy Metal
11336,669,144,3.8194444444444446,49,26,5.538461538461538,176,1.2222222222222223,0.18055555555555555,0.3402777777777778,Punk Rock
7026,688,134,4.313432835820897,94,24,5.583333333333332,163,1.2164179104477613,0.5746268656716418,0.7014925373134329,Punk Rock
7221,823,175,3.88,102,31,5.645161290322582,198,1.1314285714285717,0.3771428571428572,0.5828571428571429,Heavy Metal
601,862,186,3.768817204301076,78,25,7.44,198,1.064516129032258,0.26881720430107525,0.41935483870967744,Soft Rock
9681,904,216,3.351851851851852,74,36,6.0,247,1.1435185185185186,0.19907407407407407,0.3425925925925926,Heavy Metal
6474,995,180,4.638888888888889,124,39,4.615384615384615,223,1.2388888888888892,0.5833333333333334,0.6888888888888889,Heavy Metal
2211,1593,320,4.11875,121,45,7.111111111111112,382,1.19375,0.23125,0.378125,Heavy Metal
2722,1280,275,3.832727272727273,110,51,5.3921568627450975,306,1.1127272727272728,0.22545454545454546,0.4,Heavy Metal
4603,977,182,4.56043956043956,82,35,5.2,239,1.3131868131868132,0.3296703296703297,0.4505494505494506,Soft Rock
780,669,137,4.0437956204379555,68,23,5.956521739130435,158,1.1532846715328466,0.24817518248175185,0.4963503649635037,Punk Rock
12823,1684,325,4.273846153846153,128,30,10.833333333333336,416,1.28,0.19384615384615386,0.39384615384615385,Heavy Metal
12736,1436,308,3.8246753246753253,121,54,5.703703703703702,333,1.0811688311688312,0.21428571428571427,0.3928571428571429,Heavy Metal
10820,904,181,4.0773480662983435,69,26,6.961538461538463,196,1.0828729281767957,0.2320441988950276,0.3812154696132597,Soft Rock
12510,1173,225,4.1466666666666665,121,28,8.035714285714286,277,1.2311111111111108,0.3688888888888889,0.5377777777777778,Heavy Metal
2753,770,170,3.6647058823529415,82,35,4.857142857142857,185,1.088235294117647,0.3470588235294117,0.4823529411764706,Heavy Metal
6838,919,207,3.613526570048309,68,36,5.75,246,1.1884057971014492,0.20772946859903385,0.3285024154589372,Soft Rock
9239,995,211,3.815165876777251,76,33,6.393939393939394,251,1.1895734597156398,0.21800947867298576,0.36018957345971564,Punk Rock
8743,606,134,3.6044776119402986,63,17,7.882352941176472,141,1.0522388059701493,0.291044776119403,0.4701492537313433,Punk Rock
8891,885,189,3.931216931216931,72,49,3.8571428571428568,230,1.216931216931217,0.20105820105820105,0.3809523809523809,Punk Rock
2778,580,126,3.7539682539682535,74,19,6.63157894736842,144,1.1428571428571428,0.3888888888888889,0.5873015873015873,Heavy Metal
10057,617,126,4.095238095238095,84,25,5.04,144,1.1428571428571428,0.5,0.6666666666666666,Soft Rock
5452,1992,363,4.487603305785124,196,78,4.653846153846153,483,1.3305785123966942,0.3774104683195592,0.5399449035812672,Heavy Metal
8021,925,185,4.178378378378379,117,33,5.606060606060606,231,1.2486486486486486,0.4594594594594595,0.6324324324324324,Heavy Metal
11887,558,116,3.939655172413793,64,15,7.7333333333333325,128,1.1034482758620692,0.4051724137931034,0.5517241379310345,Heavy Metal
10039,719,158,3.683544303797469,93,21,7.523809523809524,173,1.0949367088607596,0.4367088607594937,0.5886075949367089,Soft Rock
2186,1486,297,4.164983164983165,121,51,5.8235294117647065,350,1.1784511784511784,0.24242424242424246,0.4074074074074074,Heavy Metal
9857,1441,294,3.993197278911565,72,30,9.8,333,1.1326530612244898,0.08503401360544217,0.24489795918367346,Heavy Metal
1003,1257,247,4.08502024291498,77,42,5.8809523809523805,289,1.1700404858299596,0.04048582995951417,0.3117408906882591,Punk Rock
1188,624,143,3.5734265734265733,73,35,4.085714285714285,157,1.097902097902098,0.3146853146853147,0.5104895104895105,Punk Rock
8555,1036,203,4.172413793103448,84,15,13.533333333333333,241,1.187192118226601,0.29064039408866993,0.4137931034482759,Soft Rock
3347,555,125,3.552,73,26,4.807692307692308,131,1.048,0.384,0.584,Heavy Metal
4445,1306,257,4.252918287937743,91,53,4.849056603773585,319,1.2412451361867705,0.13618677042801555,0.3540856031128405,Heavy Metal
4477,922,190,4.307262569832402,101,32,5.9375,209,1.1,0.3473684210526316,0.531578947368421,Heavy Metal
11168,1148,252,3.6468253968253967,73,44,5.727272727272728,279,1.1071428571428572,0.1507936507936508,0.2896825396825397,Punk Rock
4614,891,182,4.043956043956044,91,27,6.7407407407407405,229,1.2582417582417582,0.2857142857142857,0.5,Soft Rock
6336,1010,189,4.529100529100528,91,35,5.4,236,1.2486772486772486,0.3015873015873016,0.4814814814814815,Punk Rock
12690,906,186,3.989247311827957,97,22,8.454545454545455,211,1.1344086021505375,0.3602150537634409,0.521505376344086,Heavy Metal
6822,1204,254,3.881889763779528,90,39,6.512820512820514,288,1.1338582677165354,0.16141732283464566,0.3543307086614173,Soft Rock
9589,1208,273,3.611721611721612,82,51,5.352941176470588,287,1.051282051282051,0.14285714285714285,0.30036630036630035,Punk Rock
6318,1213,243,4.135802469135802,95,35,6.942857142857143,267,1.0987654320987654,0.2880658436213992,0.3909465020576132,Punk Rock
3877,722,157,3.738853503184713,55,23,6.826086956521738,183,1.1656050955414012,0.06369426751592358,0.3503184713375796,Punk Rock
870,937,188,4.0638297872340425,94,17,11.058823529411764,212,1.127659574468085,0.22872340425531915,0.5,Punk Rock
2329,644,133,3.977443609022557,68,20,6.65,155,1.1654135338345866,0.2932330827067669,0.5112781954887218,Heavy Metal
2643,1300,249,4.016064257028113,98,51,4.882352941176472,275,1.104417670682731,0.26506024096385544,0.39357429718875503,Heavy Metal
12101,1150,232,4.090517241379311,119,32,7.25,272,1.1724137931034482,0.2844827586206897,0.5129310344827587,Punk Rock
1342,687,130,4.3,84,22,5.909090909090909,147,1.1307692307692307,0.5,0.6461538461538462,Heavy Metal
3554,905,180,4.261111111111111,71,42,4.285714285714286,224,1.2444444444444445,0.2388888888888889,0.3944444444444444,Heavy Metal
8496,534,120,3.583333333333333,73,16,7.5,131,1.0916666666666666,0.4,0.6083333333333333,Soft Rock
12217,898,166,4.608433734939759,59,33,5.03030303030303,234,1.4096385542168677,0.23493975903614456,0.35542168674698793,Punk Rock
2521,946,217,3.493087557603687,62,42,5.166666666666667,225,1.036866359447005,0.11981566820276494,0.2857142857142857,Heavy Metal
896,865,171,4.1988304093567255,94,31,5.516129032258066,210,1.2280701754385963,0.3157894736842105,0.5497076023391813,Punk Rock
12211,717,152,3.9013157894736836,77,28,5.428571428571429,168,1.1052631578947372,0.35526315789473684,0.506578947368421,Punk Rock
3437,1092,223,3.9955156950672652,107,25,8.92,253,1.1345291479820627,0.2286995515695067,0.4798206278026906,Heavy Metal
614,751,159,3.89937106918239,84,28,5.678571428571429,183,1.150943396226415,0.3584905660377358,0.5283018867924528,Soft Rock
1877,813,177,3.707865168539326,100,29,6.103448275862068,206,1.1638418079096045,0.38418079096045205,0.5649717514124294,Punk Rock
8301,928,161,4.987577639751553,115,37,4.351351351351353,232,1.4409937888198758,0.6024844720496895,0.7142857142857143,Punk Rock
9633,946,189,4.158730158730159,64,29,6.517241379310344,230,1.216931216931217,0.08994708994708994,0.3386243386243386,Punk Rock
12377,1140,237,3.9535864978902953,82,35,6.7714285714285705,259,1.0928270042194093,0.16033755274261605,0.3459915611814346,Punk Rock
12517,1439,273,4.435897435897437,138,47,5.808510638297872,349,1.2783882783882785,0.30402930402930395,0.5054945054945055,Heavy Metal
886,1294,273,3.8461538461538463,157,37,7.378378378378378,306,1.120879120879121,0.4212454212454213,0.5750915750915749,Punk Rock
10249,1027,200,4.14,77,26,7.6923076923076925,231,1.155,0.16,0.385,Heavy Metal
8109,1135,237,3.9704641350210963,110,46,5.152173913043479,287,1.2109704641350212,0.2447257383966245,0.4641350210970464,Punk Rock
9520,861,176,3.988636363636364,86,26,6.769230769230768,206,1.1704545454545454,0.3409090909090909,0.4886363636363637,Punk Rock
12017,802,165,4.096969696969697,71,42,3.928571428571429,189,1.1454545454545455,0.15151515151515152,0.4303030303030303,Heavy Metal
2921,1177,258,3.724806201550388,105,42,6.142857142857142,277,1.073643410852713,0.18604651162790695,0.4069767441860465,Heavy Metal
1451,695,131,4.312977099236641,62,1,131.0,161,1.2290076335877862,0.33587786259541985,0.4732824427480916,Punk Rock
3193,736,152,4.0131578947368425,57,26,5.846153846153847,172,1.131578947368421,0.15789473684210525,0.375,Heavy Metal
6291,790,163,3.94478527607362,97,21,7.761904761904763,177,1.0858895705521472,0.392638036809816,0.5950920245398773,Punk Rock
11871,1116,222,4.13963963963964,115,28,7.928571428571429,251,1.1306306306306306,0.3288288288288289,0.5180180180180181,Heavy Metal
7200,1512,301,4.186046511627906,98,51,5.901960784313727,374,1.2425249169435215,0.11295681063122925,0.32558139534883723,Heavy Metal
7958,961,208,3.7019230769230766,67,24,8.666666666666666,233,1.1201923076923077,0.15384615384615385,0.32211538461538464,Heavy Metal
4134,1345,278,3.938848920863309,135,37,7.513513513513512,336,1.20863309352518,0.33093525179856115,0.4856115107913669,Heavy Metal
5135,830,175,3.7542857142857136,80,27,6.481481481481483,191,1.0914285714285714,0.22857142857142854,0.4571428571428571,Punk Rock
88,528,108,4.055555555555555,66,18,6.0,133,1.2314814814814814,0.4722222222222222,0.6111111111111112,Heavy Metal
6049,1297,286,3.629370629370629,152,52,5.5,310,1.0839160839160842,0.3811188811188811,0.5314685314685315,Heavy Metal
1407,1200,250,3.944,118,41,6.097560975609755,297,1.188,0.38,0.47200000000000003,Punk Rock
10537,903,198,3.636363636363636,99,18,11.0,217,1.0959595959595958,0.20707070707070707,0.5,Punk Rock
717,566,119,3.907563025210084,83,19,6.2631578947368425,131,1.100840336134454,0.5630252100840336,0.6974789915966386,Soft Rock
12688,2074,452,3.745575221238938,162,72,6.277777777777778,497,1.0995575221238938,0.25,0.3584070796460177,Heavy Metal
9311,1361,294,3.7278911564625847,102,36,8.166666666666666,320,1.08843537414966,0.19387755102040816,0.3469387755102041,Soft Rock
3070,1440,290,4.144827586206897,90,54,5.37037037037037,350,1.206896551724138,0.07931034482758621,0.3103448275862069,Punk Rock
9272,1039,220,3.813636363636364,80,33,6.666666666666668,248,1.1272727272727272,0.11818181818181818,0.3636363636363637,Soft Rock
5893,661,109,5.146788990825688,82,22,4.954545454545454,161,1.4770642201834865,0.6330275229357798,0.7522935779816514,Heavy Metal
1175,675,136,4.0588235294117645,92,20,6.8,154,1.1323529411764706,0.4926470588235294,0.6764705882352942,Punk Rock
3722,770,166,3.8072289156626495,102,32,5.1875,179,1.0783132530120485,0.4578313253012048,0.6144578313253012,Punk Rock
9889,751,154,4.025974025974026,91,25,6.16,174,1.12987012987013,0.35714285714285715,0.5909090909090909,Heavy Metal
5401,1089,206,4.485436893203882,141,42,4.904761904761905,248,1.2038834951456308,0.5533980582524272,0.6844660194174758,Heavy Metal
12947,1467,297,4.077441077441078,89,41,7.2439024390243905,342,1.1515151515151516,0.15151515151515152,0.2996632996632997,Heavy Metal
6572,557,97,5.020618556701032,75,29,3.3448275862068964,137,1.4123711340206186,0.6907216494845361,0.7731958762886598,Heavy Metal
2020,1424,307,3.758957654723127,127,43,7.1395348837209305,344,1.1205211726384363,0.2019543973941368,0.4136807817589577,Punk Rock
3269,600,127,4.007874015748032,62,36,3.5277777777777777,145,1.1417322834645671,0.2519685039370079,0.4881889763779528,Heavy Metal
2470,659,142,3.8239436619718314,87,28,5.071428571428571,158,1.1126760563380282,0.4225352112676056,0.6126760563380281,Heavy Metal
2994,702,142,4.077464788732393,82,19,7.473684210526316,154,1.0845070422535212,0.35211267605633795,0.5774647887323944,Punk Rock
137,1050,205,4.2926829268292686,88,37,5.54054054054054,255,1.2439024390243902,0.2146341463414634,0.4292682926829268,Heavy Metal
6095,1350,282,3.9255319148936163,84,41,6.878048780487805,334,1.1843971631205674,0.11702127659574467,0.2978723404255319,Heavy Metal
8028,567,106,4.452830188679245,75,16,6.625,123,1.160377358490566,0.5754716981132075,0.7075471698113207,Heavy Metal
10092,806,175,3.76,104,28,6.25,187,1.0685714285714285,0.4057142857142857,0.5942857142857143,Soft Rock
452,766,162,3.8827160493827164,106,25,6.48,183,1.1296296296296295,0.5123456790123457,0.654320987654321,Soft Rock
10274,750,150,4.246666666666667,61,37,4.0540540540540535,181,1.2066666666666668,0.16666666666666666,0.4066666666666667,Heavy Metal
10208,1164,252,3.738095238095238,105,32,7.875,281,1.1150793650793651,0.19047619047619047,0.4166666666666667,Heavy Metal
11809,825,194,3.391752577319588,83,34,5.705882352941178,226,1.1649484536082475,0.2422680412371134,0.4278350515463917,Punk Rock
4807,777,158,4.044303797468355,74,22,7.1818181818181825,183,1.1582278481012658,0.3354430379746836,0.4683544303797468,Soft Rock
9599,1040,219,3.8675799086757987,137,34,6.441176470588236,237,1.082191780821918,0.4611872146118721,0.6255707762557078,Punk Rock
3213,3568,766,3.720626631853786,329,107,7.158878504672898,893,1.1657963446475197,0.30678851174934724,0.4295039164490861,Heavy Metal
6457,866,167,4.2814371257485035,91,28,5.9642857142857135,212,1.2694610778443114,0.3592814371257485,0.5449101796407185,Heavy Metal
2503,515,120,3.35,68,19,6.315789473684211,126,1.05,0.36666666666666653,0.5666666666666667,Heavy Metal
5954,1590,296,4.371621621621622,91,53,5.584905660377358,331,1.1182432432432432,0.13851351351351351,0.3074324324324325,Heavy Metal
11492,981,191,4.329842931937174,127,37,5.162162162162162,237,1.2408376963350785,0.518324607329843,0.6649214659685864,Heavy Metal
7037,1345,277,3.9711191335740073,136,35,7.914285714285715,311,1.1227436823104693,0.33212996389891697,0.4909747292418773,Punk Rock
5705,1083,229,3.8908296943231435,66,42,5.4523809523809526,242,1.0567685589519649,0.1615720524017467,0.2882096069868996,Punk Rock
6546,622,125,4.192,82,27,4.62962962962963,161,1.288,0.568,0.6559999999999999,Heavy Metal
8566,911,202,3.6188118811881185,126,22,9.181818181818182,217,1.0742574257425743,0.4603960396039604,0.6237623762376238,Soft Rock
299,1303,307,3.420195439739414,89,55,5.581818181818181,330,1.0749185667752443,0.16286644951140064,0.2899022801302932,Soft Rock
7415,516,111,3.810810810810811,60,22,5.045454545454546,129,1.162162162162162,0.38738738738738737,0.5405405405405406,Heavy Metal
8847,448,98,3.8979591836734695,62,32,3.0625,104,1.0612244897959184,0.4183673469387755,0.6326530612244898,Heavy Metal
3569,858,162,4.4938271604938285,106,36,4.5,216,1.3333333333333333,0.5,0.654320987654321,Heavy Metal
3031,1044,229,3.74235807860262,85,44,5.204545454545454,250,1.091703056768559,0.14410480349344978,0.37117903930131,Punk Rock
10906,1467,315,3.7904761904761903,117,42,7.5,343,1.0888888888888888,0.23174603174603176,0.37142857142857133,Heavy Metal
3854,903,194,3.778350515463917,72,24,8.083333333333334,234,1.2061855670103092,0.1958762886597938,0.3711340206185567,Punk Rock
570,970,216,3.638888888888889,95,33,6.545454545454546,228,1.0555555555555556,0.2222222222222222,0.4398148148148148,Soft Rock
1382,606,128,3.8359375,71,25,5.12,148,1.15625,0.359375,0.5546875,Punk Rock
13009,544,115,3.965217391304348,61,28,4.107142857142857,145,1.2608695652173914,0.2956521739130435,0.5304347826086957,Punk Rock
719,1244,261,3.904214559386973,86,50,5.22,310,1.1877394636015326,0.19540229885057472,0.3295019157088123,Soft Rock
11916,1002,208,4.019512195121951,79,27,7.703703703703702,241,1.1586538461538465,0.19230769230769232,0.3798076923076923,Heavy Metal
6138,1789,397,3.6801007556675054,191,77,5.155844155844156,439,1.105793450881612,0.3173803526448363,0.4811083123425693,Heavy Metal
7279,1160,269,3.5315985130111525,49,60,4.483333333333333,285,1.0594795539033457,0.03345724907063197,0.1821561338289963,Heavy Metal
4382,934,189,4.158730158730159,108,43,4.395348837209301,224,1.1851851851851851,0.3439153439153439,0.5714285714285714,Heavy Metal
12388,675,149,3.6375838926174495,84,16,9.3125,161,1.080536912751678,0.38926174496644295,0.5637583892617449,Punk Rock
9550,1519,324,3.8271604938271606,109,54,6.0,393,1.2129629629629628,0.22839506172839505,0.3364197530864197,Punk Rock
4601,582,126,3.7460317460317465,84,16,7.875,148,1.1746031746031746,0.5238095238095238,0.6666666666666666,Soft Rock
1440,495,106,3.830188679245283,43,19,5.578947368421051,124,1.169811320754717,0.2547169811320755,0.4056603773584906,Punk Rock
587,770,158,4.0316455696202524,86,25,6.32,176,1.1139240506329111,0.3860759493670886,0.5443037974683544,Soft Rock
2674,785,171,3.678362573099416,76,25,6.84,195,1.1403508771929824,0.2631578947368421,0.4444444444444444,Heavy Metal
5965,1722,372,3.723118279569893,114,44,8.454545454545455,408,1.0967741935483872,0.10752688172043012,0.3064516129032258,Heavy Metal
11589,527,112,3.8482142857142856,65,17,6.588235294117648,127,1.1339285714285714,0.4196428571428572,0.5803571428571429,Soft Rock
8226,1209,180,5.894444444444446,73,35,5.142857142857143,262,1.4555555555555555,0.3055555555555556,0.4055555555555556,Punk Rock
7273,771,163,3.9079754601227,77,29,5.620689655172414,183,1.1226993865030674,0.3128834355828221,0.4723926380368098,Heavy Metal
6437,1539,338,3.6656804733727815,122,38,8.894736842105264,360,1.0650887573964498,0.1952662721893491,0.3609467455621302,Punk Rock
5324,724,157,3.7579617834394905,84,26,6.038461538461537,178,1.1337579617834397,0.35668789808917195,0.535031847133758,Punk Rock
6510,722,131,4.687022900763359,93,25,5.24,165,1.2595419847328244,0.5572519083969466,0.7099236641221374,Heavy Metal
12161,764,151,3.9337748344370866,70,28,5.392857142857144,172,1.1390728476821192,0.271523178807947,0.4635761589403973,Punk Rock
9708,898,188,3.776595744680851,110,28,6.7142857142857135,224,1.1914893617021276,0.4414893617021277,0.5851063829787234,Heavy Metal
8343,784,164,3.932926829268293,90,26,6.307692307692308,179,1.0914634146341464,0.36585365853658536,0.5487804878048781,Punk Rock
7554,1092,229,3.921397379912664,87,35,6.542857142857143,268,1.1703056768558953,0.16593886462882096,0.3799126637554585,Heavy Metal
10160,783,177,3.5875706214689265,106,31,5.709677419354839,193,1.0903954802259888,0.4632768361581921,0.5988700564971752,Soft Rock
12592,758,157,3.8726114649681533,69,24,6.541666666666668,186,1.1847133757961783,0.1910828025477707,0.4394904458598726,Heavy Metal
5694,1381,322,3.422360248447205,110,53,6.075471698113208,350,1.0869565217391304,0.2080745341614907,0.3416149068322981,Punk Rock
6760,657,131,4.061068702290076,31,16,8.1875,156,1.1908396946564883,0.06870229007633588,0.2366412213740458,Heavy Metal
10794,1003,208,3.8269230769230766,72,27,7.703703703703702,226,1.0865384615384617,0.2307692307692308,0.3461538461538461,Soft Rock
4372,1537,297,4.30976430976431,137,53,5.60377358490566,356,1.1986531986531987,0.3063973063973064,0.4612794612794613,Heavy Metal
10640,893,197,3.7411167512690353,76,41,4.8048780487804885,229,1.1624365482233503,0.1319796954314721,0.3857868020304568,Soft Rock
3898,682,148,3.77027027027027,67,33,4.4848484848484835,178,1.2027027027027026,0.25675675675675674,0.4527027027027027,Punk Rock
1884,816,171,3.88953488372093,96,26,6.5769230769230775,199,1.1637426900584795,0.3684210526315789,0.5614035087719298,Punk Rock
8893,1535,339,3.5309734513274336,87,63,5.3809523809523805,384,1.1327433628318584,0.07079646017699115,0.2566371681415929,Punk Rock
12425,621,140,3.65,94,31,4.516129032258065,148,1.0571428571428572,0.5142857142857142,0.6714285714285714,Punk Rock
8326,1041,200,4.325,116,25,8.0,250,1.25,0.435,0.58,Punk Rock
3732,1040,224,3.790178571428572,91,35,6.4,248,1.1071428571428572,0.23214285714285715,0.40625,Punk Rock
6564,662,140,3.8928571428571432,105,23,6.086956521739131,163,1.1642857142857144,0.6357142857142857,0.75,Heavy Metal
7805,1519,281,4.551601423487544,94,48,5.854166666666668,380,1.3523131672597866,0.1601423487544484,0.33451957295373663,Heavy Metal
3280,580,104,4.846153846153847,77,28,3.7142857142857135,140,1.3461538461538465,0.6346153846153846,0.7403846153846154,Heavy Metal
2989,1150,251,3.6733067729083664,67,34,7.382352941176472,286,1.1394422310756973,0.10358565737051792,0.26693227091633465,Punk Rock
11469,850,170,4.135294117647058,106,23,7.391304347826088,194,1.1411764705882352,0.4529411764705882,0.6235294117647059,Heavy Metal
6061,1122,245,3.6326530612244903,73,39,6.282051282051282,271,1.1061224489795918,0.11020408163265306,0.2979591836734694,Heavy Metal
1740,985,191,4.293193717277487,81,28,6.821428571428571,254,1.3298429319371727,0.2513089005235602,0.4240837696335079,Punk Rock
7059,1417,299,3.839464882943144,139,38,7.86842105263158,331,1.1070234113712374,0.274247491638796,0.4648829431438127,Punk Rock
9853,830,162,4.296296296296297,77,28,5.7857142857142865,201,1.2407407407407407,0.2839506172839506,0.4753086419753086,Heavy Metal
1125,657,161,3.3229813664596275,75,40,4.025,186,1.15527950310559,0.2919254658385093,0.4658385093167702,Punk Rock
443,1023,226,3.637168141592921,131,25,9.04,250,1.106194690265487,0.42035398230088494,0.5796460176991151,Soft Rock
8309,989,162,5.104938271604938,101,32,5.0625,229,1.4135802469135803,0.4814814814814815,0.6234567901234568,Punk Rock
3340,900,201,3.5920398009950247,65,39,5.153846153846153,214,1.064676616915423,0.14925373134328354,0.32338308457711445,Heavy Metal
7055,1355,269,4.096654275092937,122,25,10.76,302,1.1226765799256506,0.15613382899628253,0.4535315985130112,Punk Rock
11358,728,155,3.870967741935484,96,31,5.0,173,1.1161290322580646,0.4258064516129032,0.6193548387096774,Punk Rock
8718,812,176,3.7443181818181817,87,23,7.6521739130434785,205,1.1647727272727273,0.2215909090909091,0.4943181818181818,Punk Rock
7847,1060,226,3.792035398230088,85,27,8.37037037037037,257,1.1371681415929205,0.1902654867256637,0.3761061946902655,Heavy Metal
2871,1004,200,4.135,88,35,5.7142857142857135,226,1.13,0.24,0.44,Heavy Metal
11538,670,115,5.0,86,23,5.0,159,1.3826086956521741,0.6,0.7478260869565218,Heavy Metal
12713,1305,270,4.0,116,47,5.74468085106383,318,1.1777777777777778,0.25925925925925924,0.4296296296296296,Heavy Metal
984,1712,352,4.076704545454546,90,83,4.240963855421687,442,1.255681818181818,0.08238636363636362,0.2556818181818182,Punk Rock
56,1163,240,3.845833333333333,97,35,6.857142857142858,276,1.15,0.18333333333333326,0.4041666666666667,Heavy Metal
9106,1047,201,4.27363184079602,66,20,10.05,249,1.2388059701492538,0.1890547263681592,0.3283582089552239,Punk Rock
2750,473,108,3.5462962962962963,55,19,5.684210526315789,116,1.0740740740740742,0.2777777777777778,0.5092592592592593,Heavy Metal
11038,811,155,4.329032258064516,68,17,9.117647058823527,184,1.1870967741935483,0.2709677419354839,0.4387096774193549,Heavy Metal
10213,634,130,3.969230769230769,92,24,5.416666666666668,151,1.1615384615384616,0.5461538461538461,0.7076923076923077,Heavy Metal
10062,677,140,4.035714285714286,77,28,5.0,161,1.15,0.3428571428571429,0.55,Soft Rock
3886,1366,317,3.4763406940063093,87,53,5.981132075471697,345,1.088328075709779,0.12933753943217666,0.2744479495268139,Punk Rock
9092,1174,234,4.175213675213676,93,37,6.3243243243243255,288,1.2307692307692308,0.14957264957264954,0.3974358974358974,Punk Rock
4411,754,151,4.132450331125828,96,25,6.04,184,1.2185430463576161,0.4105960264900662,0.6357615894039735,Heavy Metal
4955,1411,280,4.214285714285714,136,52,5.384615384615384,341,1.2178571428571427,0.31785714285714284,0.4857142857142857,Heavy Metal
12723,887,193,3.761658031088083,82,33,5.848484848484849,214,1.1088082901554404,0.27979274611398963,0.4248704663212435,Heavy Metal
9743,1219,247,4.02834008097166,140,28,8.821428571428571,289,1.1700404858299596,0.417004048582996,0.5668016194331984,Heavy Metal
3717,1125,239,3.853556485355648,82,40,5.975,298,1.2468619246861925,0.16736401673640167,0.34309623430962344,Punk Rock
11900,792,164,3.902439024390244,56,18,9.111111111111109,191,1.1646341463414631,0.2195121951219512,0.3414634146341464,Heavy Metal
1020,1040,237,3.4599156118143464,92,41,5.780487804878049,257,1.0843881856540083,0.2531645569620253,0.3881856540084388,Soft Rock
3349,976,220,3.5863636363636364,100,35,6.2857142857142865,251,1.1409090909090909,0.24545454545454545,0.4545454545454545,Heavy Metal
856,467,100,3.86,49,20,5.0,121,1.21,0.32,0.49,Punk Rock
4826,1062,219,4.0228310502283104,90,44,4.977272727272728,241,1.1004566210045663,0.2191780821917808,0.410958904109589,Soft Rock
7923,1613,370,3.5,117,61,6.0655737704918025,395,1.0675675675675675,0.17297297297297298,0.3162162162162162,Heavy Metal
5050,860,176,4.028409090909091,108,40,4.4,210,1.193181818181818,0.4431818181818182,0.6136363636363636,Heavy Metal
